pm1,pm10,pm25,timestamp
2,13,4,2020-11-12 19:46:03.934037
2,14,5,2020-11-12 19:46:09.057440
2,17,5,2020-11-12 19:46:14.417383
2,17,5,2020-11-12 19:46:19.588440
2,17,5,2020-11-12 19:46:24.468296
2,14,5,2020-11-12 19:46:28.842508
2,14,5,2020-11-12 19:46:34.004743
2,10,4,2020-11-12 19:46:39.121023
2,6,3,2020-11-12 19:46:44.416736
2,6,3,2020-11-12 19:46:49.344131
2,6,3,2020-11-12 19:46:54.530381
2,6,3,2020-11-12 19:46:58.942246
2,6,3,2020-11-12 19:47:04.103349
2,6,3,2020-11-12 19:47:09.601485
3,3,3,2020-11-12 19:47:14.607418
3,3,3,2020-11-12 19:47:19.732584
2,2,2,2020-11-12 19:47:24.577272
2,2,2,2020-11-12 19:47:29.051687
2,2,2,2020-11-12 19:47:34.221027
2,2,2,2020-11-12 19:47:39.338579
2,5,2,2020-11-12 19:47:44.451246
2,6,3,2020-11-12 19:47:49.592985
2,6,3,2020-11-12 19:47:54.686049
3,6,3,2020-11-12 19:47:59.380604
3,6,3,2020-11-12 19:48:04.403931
3,6,3,2020-11-12 19:48:09.421651
3,3,3,2020-11-12 19:48:14.764624
3,6,3,2020-11-12 19:48:21.516202
3,6,3,2020-11-12 19:48:24.711324
3,6,3,2020-11-12 19:48:29.237566
3,6,3,2020-11-12 19:48:34.449771
3,6,3,2020-11-12 19:48:39.438551
2,5,2,2020-11-12 19:48:44.647837
2,5,2,2020-11-12 19:48:49.711500
2,6,3,2020-11-12 19:48:55.342580
2,10,4,2020-11-12 19:48:59.243817
2,13,4,2020-11-12 19:49:04.401526
2,13,4,2020-11-12 19:49:09.715567
2,17,5,2020-11-12 19:49:14.682015
2,13,4,2020-11-12 19:49:19.795639
2,13,4,2020-11-12 19:49:24.963216
2,13,4,2020-11-12 19:49:29.349336
2,13,4,2020-11-12 19:49:34.615356
2,13,4,2020-11-12 19:49:39.626573
3,14,5,2020-11-12 19:49:44.883571
3,11,5,2020-11-12 19:49:49.822148
3,11,5,2020-11-12 19:49:55.033001
3,10,4,2020-11-12 19:49:59.446483
3,7,4,2020-11-12 19:50:04.727166
2,6,3,2020-11-12 19:50:09.764605
3,3,3,2020-11-12 19:50:16.335528
2,2,2,2020-11-12 19:50:19.903411
2,2,2,2020-11-12 19:50:25.143670
2,2,2,2020-11-12 19:50:29.484533
2,2,2,2020-11-12 19:50:34.662299
2,2,2,2020-11-12 19:50:39.761403
2,2,2,2020-11-12 19:50:44.910772
2,2,2,2020-11-12 19:50:50.015644
2,2,2,2020-11-12 19:50:55.146258
2,2,2,2020-11-12 19:50:59.576486
2,2,2,2020-11-12 19:51:05.592668
2,2,2,2020-11-12 19:51:09.904102
2,2,2,2020-11-12 19:51:16.444048
2,2,2,2020-11-12 19:51:20.080007
2,2,2,2020-11-12 19:51:25.225056
2,2,2,2020-11-12 19:51:29.696411
2,2,2,2020-11-12 19:51:34.874330
2,2,2,2020-11-12 19:51:39.970461
3,3,3,2020-11-12 19:51:45.115307
3,3,3,2020-11-12 19:51:50.218868
3,3,3,2020-11-12 19:51:54.615367
3,3,3,2020-11-12 19:51:59.996523
3,3,3,2020-11-12 19:52:04.894788
3,3,3,2020-11-12 19:52:10.033552
3,3,3,2020-11-12 19:52:15.292311
2,2,2,2020-11-12 19:52:21.083154
2,2,2,2020-11-12 19:52:24.682321
2,2,2,2020-11-12 19:52:30.048978
2,2,2,2020-11-12 19:52:34.968524
2,2,2,2020-11-12 19:52:40.111784
2,2,2,2020-11-12 19:52:45.303603
2,2,2,2020-11-12 19:52:50.324771
2,2,2,2020-11-12 19:52:54.767186
2,2,2,2020-11-12 19:53:00.246037
2,2,2,2020-11-12 19:53:05.400422
2,2,2,2020-11-12 19:53:10.156783
2,2,2,2020-11-12 19:53:15.925385
2,2,2,2020-11-12 19:53:20.579420
2,6,3,2020-11-12 19:53:24.840777
2,5,2,2020-11-12 19:53:30.007920
2,5,2,2020-11-12 19:53:35.251592
2,9,3,2020-11-12 19:53:40.556203
2,9,3,2020-11-12 19:53:45.341099
2,9,3,2020-11-12 19:53:50.647333
2,9,3,2020-11-12 19:53:55.587334
2,10,4,2020-11-12 19:54:00.109368
2,10,4,2020-11-12 19:54:05.239626
2,10,4,2020-11-12 19:54:10.599562
2,10,4,2020-11-12 19:54:16.588403
2,10,4,2020-11-12 19:54:21.335508
3,7,4,2020-11-12 19:54:25.004061
2,6,3,2020-11-12 19:54:30.192589
2,10,4,2020-11-12 19:54:35.306794
2,10,4,2020-11-12 19:54:40.427526
2,6,3,2020-11-12 19:54:45.521285
2,6,3,2020-11-12 19:54:50.653142
2,6,3,2020-11-12 19:54:55.081637
2,10,4,2020-11-12 19:55:00.343144
2,9,3,2020-11-12 19:55:05.369268
2,9,3,2020-11-12 19:55:10.605086
2,10,4,2020-11-12 19:55:16.385990
2,14,5,2020-11-12 19:55:20.733317
2,14,5,2020-11-12 19:55:25.208624
2,13,4,2020-11-12 19:55:30.561677
2,13,4,2020-11-12 19:55:35.532930
2,9,3,2020-11-12 19:55:40.661286
2,9,3,2020-11-12 19:55:45.730909
2,9,3,2020-11-12 19:55:50.876643
2,5,2,2020-11-12 19:55:55.257239
2,9,3,2020-11-12 19:56:00.433208
2,10,4,2020-11-12 19:56:05.604876
2,10,4,2020-11-12 19:56:10.677345
2,6,3,2020-11-12 19:56:16.555654
2,6,3,2020-11-12 19:56:21.859472
2,6,3,2020-11-12 19:56:25.320715
2,6,3,2020-11-12 19:56:30.524493
2,6,3,2020-11-12 19:56:35.599384
2,6,3,2020-11-12 19:56:40.730708
2,6,3,2020-11-12 19:56:45.836357
2,9,3,2020-11-12 19:56:50.997265
2,9,3,2020-11-12 19:56:55.401518
2,5,2,2020-11-12 19:57:00.593161
2,9,3,2020-11-12 19:57:05.678517
2,9,3,2020-11-12 19:57:10.882959
2,9,3,2020-11-12 19:57:16.369223
2,5,2,2020-11-12 19:57:21.046543
2,5,2,2020-11-12 19:57:25.490520
2,5,2,2020-11-12 19:57:30.647268
2,5,2,2020-11-12 19:57:35.961460
2,5,2,2020-11-12 19:57:40.861086
2,5,2,2020-11-12 19:57:46.163860
2,2,2,2020-11-12 19:57:51.103451
2,2,2,2020-11-12 19:57:55.774032
3,3,3,2020-11-12 19:58:00.701808
3,3,3,2020-11-12 19:58:06.059281
3,3,3,2020-11-12 19:58:10.946489
3,3,3,2020-11-12 19:58:16.475978
2,2,2,2020-11-12 19:58:20.560120
2,2,2,2020-11-12 19:58:25.715035
2,2,2,2020-11-12 19:58:30.826389
2,2,2,2020-11-12 19:58:36.058373
2,2,2,2020-11-12 19:58:41.535901
2,2,2,2020-11-12 19:58:46.159586
2,2,2,2020-11-12 19:58:50.631413
2,2,2,2020-11-12 19:58:55.805392
2,2,2,2020-11-12 19:59:00.888383
2,5,2,2020-11-12 19:59:06.009337
2,5,2,2020-11-12 19:59:11.287322
2,5,2,2020-11-12 19:59:16.569661
2,5,2,2020-11-12 19:59:20.729623
2,5,2,2020-11-12 19:59:25.918976
2,6,3,2020-11-12 19:59:31.090984
2,6,3,2020-11-12 19:59:36.135171
2,6,3,2020-11-12 19:59:41.273481
2,9,3,2020-11-12 19:59:46.404798
2,6,3,2020-11-12 19:59:50.775982
2,6,3,2020-11-12 19:59:56.434476
2,9,3,2020-11-12 20:00:01.216821
2,6,3,2020-11-12 20:00:06.185832
2,5,2,2020-11-12 20:00:11.409583
2,2,2,2020-11-12 20:00:17.149218
2,6,3,2020-11-12 20:00:20.846883
2,6,3,2020-11-12 20:00:26.059404
2,5,2,2020-11-12 20:00:31.146826
2,5,2,2020-11-12 20:00:36.241594
2,6,3,2020-11-12 20:00:41.360527
2,2,2,2020-11-12 20:00:46.498522
2,6,3,2020-11-12 20:00:50.925302
2,7,4,2020-11-12 20:00:56.080561
2,7,4,2020-11-12 20:01:01.329309
2,7,4,2020-11-12 20:01:06.335221
2,7,4,2020-11-12 20:01:11.450603
2,7,4,2020-11-12 20:01:16.604458
2,6,3,2020-11-12 20:01:21.002755
2,6,3,2020-11-12 20:01:26.182496
2,6,3,2020-11-12 20:01:31.317596
2,6,3,2020-11-12 20:01:36.440767
2,9,3,2020-11-12 20:01:41.786625
2,9,3,2020-11-12 20:01:46.682707
2,6,3,2020-11-12 20:01:51.246630
2,9,3,2020-11-12 20:01:56.335257
2,5,2,2020-11-12 20:02:01.382697
2,5,2,2020-11-12 20:02:06.486243
2,5,2,2020-11-12 20:02:11.605219
2,6,3,2020-11-12 20:02:17.180396
2,5,2,2020-11-12 20:02:21.164911
2,6,3,2020-11-12 20:02:27.037803
2,6,3,2020-11-12 20:02:31.604732
2,6,3,2020-11-12 20:02:36.546001
2,5,2,2020-11-12 20:02:41.801192
2,5,2,2020-11-12 20:02:46.303075
2,2,2,2020-11-12 20:02:51.336736
2,2,2,2020-11-12 20:02:56.420711
2,2,2,2020-11-12 20:03:01.571592
2,2,2,2020-11-12 20:03:06.659365
2,2,2,2020-11-12 20:03:11.781303
2,2,2,2020-11-12 20:03:16.967986
2,2,2,2020-11-12 20:03:21.374301
2,2,2,2020-11-12 20:03:26.545044
2,2,2,2020-11-12 20:03:31.645970
2,2,2,2020-11-12 20:03:36.964324
2,2,2,2020-11-12 20:03:41.931833
2,2,2,2020-11-12 20:03:47.171358
2,2,2,2020-11-12 20:03:51.419161
2,5,2,2020-11-12 20:03:56.578977
2,2,2,2020-11-12 20:04:01.716039
2,2,2,2020-11-12 20:04:06.822255
2,5,2,2020-11-12 20:04:11.942047
2,5,2,2020-11-12 20:04:17.054472
2,9,3,2020-11-12 20:04:21.498981
2,6,3,2020-11-12 20:04:26.954321
2,5,2,2020-11-12 20:04:31.766752
2,6,3,2020-11-12 20:04:36.907899
2,6,3,2020-11-12 20:04:42.042754
2,6,3,2020-11-12 20:04:46.444066
2,9,3,2020-11-12 20:04:51.628526
2,9,3,2020-11-12 20:04:56.720217
2,10,4,2020-11-12 20:05:01.902393
2,10,4,2020-11-12 20:05:06.963046
2,6,3,2020-11-12 20:05:12.080581
2,9,3,2020-11-12 20:05:16.525516
2,9,3,2020-11-12 20:05:21.738733
2,13,4,2020-11-12 20:05:26.800802
2,13,4,2020-11-12 20:05:31.926283
2,13,4,2020-11-12 20:05:37.041346
3,18,6,2020-11-12 20:05:42.160488
3,18,6,2020-11-12 20:05:46.601623
2,13,4,2020-11-12 20:05:51.793999
2,13,4,2020-11-12 20:05:56.893299
2,9,3,2020-11-12 20:06:01.998984
2,13,4,2020-11-12 20:06:07.153261
2,13,4,2020-11-12 20:06:12.275813
2,9,3,2020-11-12 20:06:16.693531
2,9,3,2020-11-12 20:06:21.965707
2,5,2,2020-11-12 20:06:27.268738
2,5,2,2020-11-12 20:06:32.124510
2,5,2,2020-11-12 20:06:37.217931
2,2,2,2020-11-12 20:06:42.357144
2,5,2,2020-11-12 20:06:46.764382
2,5,2,2020-11-12 20:06:51.954135
2,5,2,2020-11-12 20:06:57.181516
2,5,2,2020-11-12 20:07:02.163617
2,5,2,2020-11-12 20:07:07.281819
3,6,3,2020-11-12 20:07:12.411625
3,6,3,2020-11-12 20:07:16.888031
2,2,2,2020-11-12 20:39:47.042007
2,2,2,2020-11-12 20:39:52.128342
2,2,2,2020-11-12 20:39:56.521833
2,2,2,2020-11-12 20:40:02.526973
2,2,2,2020-11-12 20:40:06.804918
2,2,2,2020-11-12 20:40:11.930050
2,2,2,2020-11-12 20:40:17.064004
2,2,2,2020-11-12 20:40:22.227546
2,2,2,2020-11-12 20:40:26.603623
2,2,2,2020-11-12 20:40:31.761721
2,2,2,2020-11-12 20:40:36.954387
2,2,2,2020-11-12 20:40:42.018099
2,2,2,2020-11-12 20:40:48.076411
2,2,2,2020-11-12 20:40:52.223450
2,2,2,2020-11-12 20:40:56.766273
2,2,2,2020-11-12 20:41:01.978812
2,2,2,2020-11-12 20:41:07.057177
2,2,2,2020-11-12 20:41:12.165877
2,2,2,2020-11-12 20:41:17.245539
2,2,2,2020-11-12 20:41:22.436099
2,2,2,2020-11-12 20:41:26.787417
2,2,2,2020-11-12 20:41:31.919888
2,2,2,2020-11-12 20:41:37.039342
2,2,2,2020-11-12 20:41:42.169934
2,5,2,2020-11-12 20:41:47.307810
2,5,2,2020-11-12 20:41:52.410109
2,5,2,2020-11-12 20:41:56.843965
2,6,3,2020-11-12 20:42:02.326110
2,6,3,2020-11-12 20:42:07.283712
2,6,3,2020-11-12 20:42:12.222697
2,6,3,2020-11-12 20:42:17.400666
2,6,3,2020-11-12 20:42:21.804492
2,6,3,2020-11-12 20:42:27.231605
2,6,3,2020-11-12 20:42:32.109833
2,6,3,2020-11-12 20:42:37.208887
2,6,3,2020-11-12 20:42:42.341380
2,5,2,2020-11-12 20:42:48.574844
2,6,3,2020-11-12 20:42:51.928761
2,6,3,2020-11-12 20:42:57.088435
2,6,3,2020-11-12 20:43:02.668489
2,5,2,2020-11-12 20:43:07.341838
2,5,2,2020-11-12 20:43:12.463302
2,5,2,2020-11-12 20:43:17.599901
2,5,2,2020-11-12 20:43:21.982130
2,5,2,2020-11-12 20:43:27.138404
2,2,2,2020-11-12 20:43:32.287364
2,2,2,2020-11-12 20:43:37.374094
2,2,2,2020-11-12 20:43:42.543777
2,2,2,2020-11-12 20:43:47.637079
2,2,2,2020-11-12 20:43:52.041825
2,2,2,2020-11-12 20:43:57.208782
2,2,2,2020-11-12 20:44:02.746338
2,2,2,2020-11-12 20:44:07.824030
2,2,2,2020-11-12 20:44:12.584455
2,2,2,2020-11-12 20:44:17.682447
2,2,2,2020-11-12 20:44:22.122490
2,2,2,2020-11-12 20:44:27.312725
2,2,2,2020-11-12 20:44:32.544389
2,2,2,2020-11-12 20:44:37.546572
2,2,2,2020-11-12 20:44:42.651708
2,2,2,2020-11-12 20:44:48.480439
2,2,2,2020-11-12 20:44:52.200087
2,2,2,2020-11-12 20:44:57.382831
2,2,2,2020-11-12 20:45:03.059484
2,2,2,2020-11-12 20:45:07.705458
2,2,2,2020-11-12 20:45:12.727356
2,2,2,2020-11-12 20:45:18.036763
2,2,2,2020-11-12 20:45:22.282026
2,2,2,2020-11-12 20:45:27.475610
2,2,2,2020-11-12 20:45:32.624372
2,2,2,2020-11-12 20:45:37.800381
2,2,2,2020-11-12 20:45:42.967412
2,3,3,2020-11-12 20:45:47.902361
2,3,3,2020-11-12 20:45:52.425133
2,7,4,2020-11-12 20:45:57.610959
2,8,5,2020-11-12 20:46:03.267252
2,7,4,2020-11-12 20:46:07.786269
2,11,5,2020-11-12 20:46:12.901444
2,11,5,2020-11-12 20:46:18.027269
2,11,5,2020-11-12 20:46:22.442287
2,11,5,2020-11-12 20:46:27.708525
2,11,5,2020-11-12 20:46:32.719660
2,11,5,2020-11-12 20:46:37.943768
2,15,6,2020-11-12 20:46:42.983090
2,11,5,2020-11-12 20:46:49.031655
2,14,5,2020-11-12 20:46:52.568495
2,11,5,2020-11-12 20:46:57.752178
2,10,4,2020-11-12 20:47:03.200461
2,10,4,2020-11-12 20:47:08.025140
2,6,3,2020-11-12 20:47:13.088613
2,5,2,2020-11-12 20:47:18.217552
2,5,2,2020-11-12 20:47:22.615674
2,6,3,2020-11-12 20:47:27.783609
2,10,4,2020-11-12 20:47:32.929467
2,10,4,2020-11-12 20:47:38.050278
2,9,3,2020-11-12 20:47:43.137328
2,6,3,2020-11-12 20:47:48.255275
2,6,3,2020-11-12 20:47:52.683461
2,5,2,2020-11-12 20:47:57.843679
2,5,2,2020-11-12 20:48:04.407724
2,6,3,2020-11-12 20:48:08.174496
2,6,3,2020-11-12 20:48:13.204151
2,6,3,2020-11-12 20:48:18.345746
2,6,3,2020-11-12 20:48:22.771276
2,9,3,2020-11-12 20:48:28.011618
2,6,3,2020-11-12 20:48:33.064371
2,9,3,2020-11-12 20:48:38.240404
2,9,3,2020-11-12 20:48:43.301193
2,10,4,2020-11-12 20:48:47.721297
2,9,3,2020-11-12 20:48:53.317775
2,9,3,2020-11-12 20:48:57.980732
2,9,3,2020-11-12 20:49:03.147422
2,9,3,2020-11-12 20:49:08.577032
2,5,2,2020-11-12 20:49:13.581314
2,5,2,2020-11-12 20:49:17.830040
2,5,2,2020-11-12 20:49:22.992627
2,5,2,2020-11-12 20:49:28.088183
2,5,2,2020-11-12 20:49:33.208816
2,5,2,2020-11-12 20:49:38.368908
2,5,2,2020-11-12 20:49:43.445381
2,2,2,2020-11-12 20:49:47.882646
2,2,2,2020-11-12 20:49:53.052280
2,2,2,2020-11-12 20:49:58.204950
2,2,2,2020-11-12 20:50:03.357669
2,5,2,2020-11-12 20:50:08.980018
2,5,2,2020-11-12 20:50:13.521588
2,5,2,2020-11-12 20:50:17.962929
2,5,2,2020-11-12 20:50:23.144139
3,3,3,2020-11-12 20:50:28.237775
3,3,3,2020-11-12 20:50:33.362100
2,2,2,2020-11-12 20:50:38.482144
3,3,3,2020-11-12 20:50:43.690609
2,2,2,2020-11-12 20:50:48.087490
2,2,2,2020-11-12 20:50:53.267944
2,5,2,2020-11-12 20:50:58.515064
2,5,2,2020-11-12 20:51:03.520613
3,6,3,2020-11-12 20:51:08.632902
2,5,2,2020-11-12 20:51:13.727807
2,5,2,2020-11-12 20:51:18.137641
2,5,2,2020-11-12 20:51:23.318412
2,5,2,2020-11-12 20:51:28.413256
2,5,2,2020-11-12 20:51:33.553134
2,5,2,2020-11-12 20:51:38.739824
2,5,2,2020-11-12 20:51:43.786637
2,5,2,2020-11-12 20:51:48.201718
2,5,2,2020-11-12 20:51:53.357184
2,5,2,2020-11-12 20:51:58.517231
2,2,2,2020-11-12 20:52:03.617565
2,2,2,2020-11-12 20:52:08.813406
2,2,2,2020-11-12 20:52:13.844859
2,2,2,2020-11-12 20:52:18.281893
2,2,2,2020-11-12 20:52:23.454304
2,6,3,2020-11-12 20:52:29.104446
2,10,4,2020-11-12 20:52:33.850401
2,10,4,2020-11-12 20:52:38.787867
2,10,4,2020-11-12 20:52:44.007773
2,6,3,2020-11-12 20:52:48.381784
2,7,4,2020-11-12 20:52:53.536820
2,6,3,2020-11-12 20:52:58.659990
2,6,3,2020-11-12 20:53:04.053650
2,6,3,2020-11-12 20:53:08.863362
2,10,4,2020-11-12 20:53:14.024600
2,10,4,2020-11-12 20:53:18.448906
3,12,6,2020-11-12 20:53:23.763176
3,11,5,2020-11-12 20:53:28.720167
3,8,5,2020-11-12 20:53:33.950997
2,7,4,2020-11-12 20:53:39.092252
2,7,4,2020-11-12 20:53:43.565985
2,7,4,2020-11-12 20:53:48.752884
2,10,4,2020-11-12 20:53:53.660974
2,10,4,2020-11-12 20:53:58.837030
2,5,2,2020-11-12 20:54:03.948647
3,3,3,2020-11-12 20:54:09.040601
3,7,4,2020-11-12 20:54:14.283942
3,7,4,2020-11-12 20:54:18.604603
3,6,3,2020-11-12 20:54:23.783078
3,10,4,2020-11-12 20:54:28.923239
2,9,3,2020-11-12 20:54:34.013348
2,9,3,2020-11-12 20:54:39.218268
2,9,3,2020-11-12 20:54:44.240560
2,10,4,2020-11-12 20:54:48.739019
2,9,3,2020-11-12 20:54:54.528655
2,9,3,2020-11-12 20:54:59.031239
2,9,3,2020-11-12 20:55:04.244247
2,9,3,2020-11-12 20:55:09.245944
2,6,3,2020-11-12 20:55:13.656293
2,6,3,2020-11-12 20:55:19.156454
2,5,2,2020-11-12 20:55:23.908057
2,2,2,2020-11-12 20:55:29.098130
2,2,2,2020-11-12 20:55:34.197523
2,2,2,2020-11-12 20:55:39.626964
2,2,2,2020-11-12 20:55:43.887929
2,2,2,2020-11-12 20:55:48.900664
2,2,2,2020-11-12 20:55:54.019991
2,2,2,2020-11-12 20:55:59.151943
2,2,2,2020-11-12 20:56:04.391677
2,5,2,2020-11-12 20:56:09.380247
2,5,2,2020-11-12 20:56:13.821025
2,5,2,2020-11-12 20:56:19.070183
2,2,2,2020-11-12 20:56:24.111638
2,5,2,2020-11-12 20:56:29.366989
2,5,2,2020-11-12 20:56:34.298409
2,5,2,2020-11-12 20:56:39.604446
2,5,2,2020-11-12 20:56:43.901769
2,6,3,2020-11-12 20:56:49.177705
2,6,3,2020-11-12 20:56:55.448432
2,5,2,2020-11-12 20:56:59.386390
2,5,2,2020-11-12 20:57:04.608171
2,2,2,2020-11-12 20:57:09.687004
2,2,2,2020-11-12 20:57:14.760607
2,5,2,2020-11-12 20:57:19.342988
3,6,3,2020-11-12 20:57:24.218534
3,3,3,2020-11-12 20:57:29.524045
3,3,3,2020-11-12 20:57:34.461659
3,3,3,2020-11-12 20:57:39.620863
3,3,3,2020-11-12 20:57:44.206636
3,3,3,2020-11-12 20:57:49.248559
2,2,2,2020-11-12 20:57:54.363400
2,2,2,2020-11-12 20:57:59.512026
2,2,2,2020-11-12 20:58:04.577712
2,2,2,2020-11-12 20:58:09.716423
2,2,2,2020-11-12 20:58:14.122940
2,2,2,2020-11-12 20:58:19.293372
2,2,2,2020-11-12 20:58:24.399676
2,5,2,2020-11-12 20:58:29.521516
2,5,2,2020-11-12 20:58:34.666617
2,9,3,2020-11-12 20:58:39.776533
2,9,3,2020-11-12 20:58:44.250519
2,9,3,2020-11-12 20:58:49.424176
3,10,4,2020-11-12 20:58:56.619245
2,10,4,2020-11-12 20:58:59.887073
2,10,4,2020-11-12 20:59:04.973863
2,14,5,2020-11-12 20:59:09.434870
2,14,5,2020-11-12 20:59:14.436753
2,10,4,2020-11-12 20:59:20.432533
2,10,4,2020-11-12 20:59:24.597295
2,10,4,2020-11-12 20:59:29.721166
2,10,4,2020-11-12 20:59:35.159363
2,6,3,2020-11-12 20:59:39.420566
2,2,2,2020-11-12 20:59:44.469110
2,2,2,2020-11-12 20:59:49.597681
2,2,2,2020-11-12 20:59:54.668103
2,6,3,2020-11-12 20:59:59.783615
3,7,4,2020-11-12 21:00:05.079429
3,3,3,2020-11-12 21:00:10.071279
2,2,2,2020-11-12 21:00:14.462332
2,2,2,2020-11-12 21:00:19.670056
2,2,2,2020-11-12 21:00:24.965260
2,5,2,2020-11-12 21:00:29.820913
2,5,2,2020-11-12 21:00:35.136197
2,5,2,2020-11-12 21:00:40.063835
2,5,2,2020-11-12 21:00:44.582453
2,5,2,2020-11-12 21:00:49.723271
2,5,2,2020-11-12 21:00:57.102632
2,2,2,2020-11-12 21:01:00.038361
2,2,2,2020-11-12 21:01:05.227319
2,2,2,2020-11-12 21:01:10.145354
2,2,2,2020-11-12 21:01:14.841198
