value,timestamp
18.9300003051758,2020-11-09 12:34:16.945531
18.9400005340576,2020-11-09 12:34:22.267724
18.9500007629395,2020-11-09 12:34:27.150066
18.9599990844727,2020-11-09 12:34:32.562852
18.9599990844727,2020-11-09 12:34:37.391204
18.9699993133545,2020-11-09 12:34:41.836796
18.9799995422363,2020-11-09 12:34:47.053421
18.9799995422363,2020-11-09 12:34:53.695493
18.9799995422363,2020-11-09 12:34:57.284274
18.9899997711182,2020-11-09 12:35:02.403693
19.0,2020-11-09 12:35:07.476684
19.0100002288818,2020-11-09 12:35:11.913772
19.0200004577637,2020-11-09 12:35:17.047358
19.0300006866455,2020-11-09 12:35:22.301388
19.0499992370605,2020-11-09 12:35:27.339364
19.0599994659424,2020-11-09 12:35:32.439376
19.0699996948242,2020-11-09 12:35:36.971924
19.0799999237061,2020-11-09 12:35:42.430217
19.1000003814697,2020-11-09 12:35:47.319459
19.1100006103516,2020-11-09 12:35:52.375057
19.1200008392334,2020-11-09 12:35:57.485647
19.1299991607666,2020-11-09 12:36:02.634841
19.1100006103516,2020-11-09 12:36:07.852842
19.1299991607666,2020-11-09 12:36:14.463146
19.1499996185303,2020-11-09 12:36:18.042191
19.1700000762939,2020-11-09 12:36:23.494969
19.1900005340576,2020-11-09 12:36:28.286260
19.2099990844727,2020-11-09 12:36:33.755537
19.2299995422363,2020-11-09 12:36:37.040748
19.2399997711182,2020-11-09 12:36:42.276839
19.2600002288818,2020-11-09 12:36:47.414993
19.2800006866455,2020-11-09 12:36:53.143209
19.2999992370605,2020-11-09 12:36:57.549819
19.3199996948242,2020-11-09 12:37:02.693253
19.3299999237061,2020-11-09 12:37:07.119746
19.3299999237061,2020-11-09 12:37:12.275168
19.3500003814697,2020-11-09 12:37:17.395762
19.3700008392334,2020-11-09 12:37:22.528971
19.3899993896484,2020-11-09 12:37:27.751638
19.3999996185303,2020-11-09 12:37:32.748766
19.4200000762939,2020-11-09 12:37:37.193863
19.4400005340576,2020-11-09 12:37:42.375825
19.4599990844727,2020-11-09 12:37:47.484178
19.4799995422363,2020-11-09 12:37:52.651417
19.4899997711182,2020-11-09 12:37:57.710360
19.5100002288818,2020-11-09 12:38:02.833433
19.5300006866455,2020-11-09 12:38:07.276074
19.5400009155273,2020-11-09 12:38:12.584676
19.5499992370605,2020-11-09 12:38:17.553805
19.5599994659424,2020-11-09 12:38:22.968966
19.5699996948242,2020-11-09 12:38:27.849354
19.6000003814697,2020-11-09 12:38:32.985371
19.6200008392334,2020-11-09 12:38:37.353734
19.6499996185303,2020-11-09 12:38:42.509348
19.6599998474121,2020-11-09 12:38:47.653164
19.6800003051758,2020-11-09 12:38:54.183219
19.7099990844727,2020-11-09 12:38:58.090319
19.7199993133545,2020-11-09 12:39:03.095338
19.7399997711182,2020-11-09 12:39:07.441536
19.7600002288818,2020-11-09 12:39:12.610179
19.7800006866455,2020-11-09 12:39:17.897129
19.7999992370605,2020-11-09 12:39:22.857432
19.8199996948242,2020-11-09 12:39:28.054968
19.8299999237061,2020-11-09 12:39:33.295737
19.8500003814697,2020-11-09 12:39:37.698635
19.8700008392334,2020-11-09 12:39:42.801559
19.8899993896484,2020-11-09 12:39:47.914464
19.8999996185303,2020-11-09 12:39:53.042441
19.9200000762939,2020-11-09 12:39:58.380681
19.9400005340576,2020-11-09 12:40:03.446788
19.9599990844727,2020-11-09 12:40:08.156737
19.9300003051758,2020-11-09 12:40:15.079380
19.9599990844727,2020-11-09 12:40:18.955828
19.9899997711182,2020-11-09 12:40:23.872617
20.0200004577637,2020-11-09 12:40:29.070609
20.0300006866455,2020-11-09 12:40:33.773009
20.0499992370605,2020-11-09 12:40:37.547851
20.0699996948242,2020-11-09 12:40:42.645653
20.0799999237061,2020-11-09 12:40:47.779002
20.0900001525879,2020-11-09 12:40:53.462147
20.1000003814697,2020-11-09 12:40:58.260064
20.1100006103516,2020-11-09 12:41:03.311281
20.1200008392334,2020-11-09 12:41:07.751768
20.1299991607666,2020-11-09 12:41:12.946264
20.1499996185303,2020-11-09 12:41:18.040115
20.1599998474121,2020-11-09 12:41:23.149702
20.1700000762939,2020-11-09 12:41:28.341851
20.1800003051758,2020-11-09 12:41:33.404708
20.2000007629395,2020-11-09 12:41:37.898309
20.2099990844727,2020-11-09 12:41:43.532998
20.2199993133545,2020-11-09 12:41:48.249251
20.2399997711182,2020-11-09 12:41:53.259581
20.1900005340576,2020-11-09 12:41:58.351284
20.2199993133545,2020-11-09 12:42:03.477726
20.25,2020-11-09 12:42:07.927310
20.2600002288818,2020-11-09 12:42:13.112405
20.2800006866455,2020-11-09 12:42:18.198534
20.2800006866455,2020-11-09 12:42:23.315867
20.2999992370605,2020-11-09 12:42:28.449782
20.3099994659424,2020-11-09 12:42:33.579370
20.3099994659424,2020-11-09 12:42:37.997730
20.3199996948242,2020-11-09 12:42:43.227108
20.3299999237061,2020-11-09 12:42:48.288012
20.3400001525879,2020-11-09 12:42:53.853164
20.3500003814697,2020-11-09 12:42:58.541281
20.3600006103516,2020-11-09 12:43:03.660616
20.3600006103516,2020-11-09 12:43:08.042180
20.3700008392334,2020-11-09 12:43:13.401035
20.3700008392334,2020-11-09 12:43:18.559869
20.3700008392334,2020-11-09 12:43:23.780774
20.3799991607666,2020-11-09 12:43:28.575816
20.3799991607666,2020-11-09 12:43:33.706983
20.3899993896484,2020-11-09 12:43:38.247940
20.3899993896484,2020-11-09 12:43:43.441607
20.4099998474121,2020-11-09 12:43:48.662156
20.4099998474121,2020-11-09 12:43:53.706313
