timestamp,lat,long,alt,pm1,pm10,pm25
2020-12-02 11:20:32.407618,50.75444793701172,5.043964862823486,68.9000015258789,6,6,6
2020-12-02 11:20:37.523315,50.75444793701172,5.043964862823486,68.9000015258789,6,6,6
2020-12-02 11:20:42.869058,50.75444793701172,5.043964862823486,68.9000015258789,6,10,7
2020-12-02 11:20:47.831706,50.75459671020508,5.043970108032226,68.80000305175781,6,10,7
2020-12-02 11:20:52.896058,50.7546272277832,5.043936729431152,68.69999694824219,6,10,7
2020-12-02 11:20:57.486067,50.754638671875,5.043923377990722,68.5999984741211,6,10,7
2020-12-02 11:21:02.535019,50.75463104248047,5.043918132781982,68.5,6,10,7
2020-12-02 11:21:07.607489,50.75463104248047,5.043916702270507,68.5,6,14,8
2020-12-02 11:21:12.738456,50.75463104248047,5.043916702270507,68.5,6,14,8
2020-12-02 11:21:17.844769,50.75463104248047,5.043916702270507,68.5,6,14,8
2020-12-02 11:21:22.558058,50.75463104248047,5.043916702270507,68.5,6,10,7
2020-12-02 11:21:27.491364,50.75463104248047,5.043916702270507,68.5,6,10,7
2020-12-02 11:21:32.611174,50.7545280456543,5.043911457061767,68.5,6,9,6
2020-12-02 11:21:37.975325,50.75444793701172,5.043958187103271,68.5,6,9,6
2020-12-02 11:21:42.813105,50.75440979003906,5.043976783752441,68.5,6,6,6
2020-12-02 11:21:48.005172,50.75438690185547,5.0440115928649,68.5,6,6,6
2020-12-02 11:21:52.382711,50.754371643066406,5.044056892395019,68.4000015258789,6,6,6
2020-12-02 11:21:57.549405,50.75435256958008,5.04408836364746,68.4000015258789,6,6,6
2020-12-02 11:22:02.660511,50.75434494018555,5.04408311843872,68.4000015258789,6,6,6
2020-12-02 11:22:07.780083,50.75433349609375,5.044068336486816,68.4000015258789,6,6,6
2020-12-02 11:22:22.572025,50.75433349609375,5.044068336486816,68.4000015258789,7,7,7
2020-12-02 11:22:27.617831,50.75437927246094,5.043996810913085,68.4000015258789,6,6,6
2020-12-02 11:22:32.735295,50.7544059753418,5.043968200683593,68.4000015258789,7,7,7
2020-12-02 11:22:37.879458,50.7545166015625,5.043920040130615,68.30000305175781,7,7,7
2020-12-02 11:22:42.973088,50.75458908081055,5.043904781341552,68.30000305175781,7,10,7
2020-12-02 11:22:48.139852,50.75462341308594,5.043904781341552,68.30000305175781,7,10,7
2020-12-02 11:22:52.522822,50.75466537475586,5.043896675109863,68.30000305175781,6,9,6
2020-12-02 12:28:13.846707,0.0,0.0,0.0,6,6,6
2020-12-02 12:28:20.509746,0.0,0.0,0.0,6,6,6
2020-12-02 12:28:24.110728,0.0,0.0,0.0,6,6,6
2020-12-02 12:28:29.267223,0.0,0.0,0.0,6,6,6
2020-12-02 12:28:34.387330,0.0,0.0,0.0,6,6,6
2020-12-02 12:28:38.931794,0.0,0.0,0.0,6,6,6
2020-12-02 12:28:44.111486,0.0,0.0,0.0,7,7,7
2020-12-02 12:28:49.021193,0.0,0.0,0.0,7,7,7
